code,name,country,city
GBD,Great Bend,US,Great Bend
GBE,Sir Seretse Khama International Airport,BW,Mmopone
GBF,Negarbo,PG,
GBG,Galesburg,US,Galesburg
GBH,Galbraith Lake,US,
GBI,Auxiliary Airfield,BS,Lucaya
GBJ,Les Bases,GP,Grand-Bourg
GBK,Gbangbatok,SL,Mogbwemo
GBL,Goulburn Island,AU,
GBM,Garbaharey,SO,Garbahaarrey
GBO,Baltimore Greenbelt T,US,Catonsville
GBP,Gamboola,AU,
GBR,Walter J. Koladza Airport,US,Great Barrington
GBS,Port Fitzroy,NZ,
GBT,Gorgon Airport,IR,Gorgan
GBU,Khashm El Girba,SD,
GBV,Gibb River,AU,
GBW,Ginbata Airport,AU,
GBZ,Great Barrier Island,NZ,Coromandel
GCA,Guacamaya,CO,Gigante
GCC,Campbell County Airport,US,Gillette
GCD,Grand Coulee Dam,US,Coulee Dam
GCH,Gachsaran,IR,Dogonbadan
GCI,Guernsey Airport,GG,
GCJ,Grand Central,ZA,Germiston
GCK,Garden City Municipal Airport,US,Garden City
GCM,Owen Roberts International Airport,KY,George Town
GCN,National Park,US,
GCT,Grand Canyon Bar 10 Airport,US,
GCV,Gravatai,BR,Gravatai
GCW,Grand Canyon West,US,Meadview
GCY,Municipal,US,Greeneville
GDA,Gounda,CF,
GDB,Gondia Airport,IN,Gondia
GDC,Donaldson Center,US,Mauldin
GDD,Gordon Downs,AU,
GDE,Gode/Iddidole Airport,ET,Yeed
GDG,Magdagachi,RU,Magdagachi
GDH,Golden Horn Lodge SPB,US,
GDI,Gordil,CF,
GDJ,Gandajika,CD,
GDL,Don Miguel Hidal Y Costilla International Airport,MX,El Quince
GDM,Municipal,US,Gardner
GDN,Gdansk Lech Walesa Airport,PL,Banino
GDO,Vare Maria,VE,Guasdualito
GDP,Guadalupe,BR,Sao Joao dos Patos
GDQ,Gondar Airport,ET,Gondar
GDR,Angra dos Reis Airport,BR,Angra dos Reis
GDT,Grand Turk Island,TC,
GDV,Dawson Community Airport,US,West Glendive
GDW,Gladwin,US,Gladwin
GDX,Magadan Airport,RU,Sokol
GDZ,Gelendzik Airport,RU,Gelendzhik
GEA,Noumea Magenta Airport,NC,Noumea
GEB,Gebe,ID,Petani
GEC,Gecitkale,CY,Lefkonoiko
GED,Sussex County,US,Georgetown
GEE,George Town,AU,
GEF,Geva Airstrip,SB,
GEG,Spokane International Airport,US,Airway Heights
GEI,Green Islands,PG,
GEK,Ganes Creek,US,
GEL,Sepe Tiaraju,BR,Santo Angelo
GEM,President Obiang Nguema International Airport,GQ,Mongomo
GEO,Cheddi Jagan International Airport,GY,Vreed-en-Hoop
GER,Rafael Cabrera Airport,CU,
GES,General Santos International Airport,PH,Buayan
GET,Geraldton Airport,AU,Geraldton
GEV,Gallivare Airport,SE,Gaellivare
GEW,Gewoia,PG,
GEX,Geelong,AU,Geelong West
GEY,South Big Horn County,US,Greybull
GFA,Malmstrom AFB,US,
GFB,Togiak Fish,US,
GFD,Pope Field,US,Greenfield
GFE,Grenfell,AU,Grenfell
GFF,Griffith Airport,AU,Griffith
GFK,Grand Forks International Airport,US,Grand Forks
GFL,Warren County,US,Queensbury
GFN,Grafton Airport,AU,South Grafton
GFO,Bartica,GY,
GFR,Granville,FR,Donville-les-Bains
GFY,Grootfontein,NA,Grootfontein
GGB,Água Boa,BR,Mozarlandia
GGC,Lumbala,AO,Zambezi
GGD,Gregory Downs,AU,
GGE,Georgetown,US,Georgetown
GGF,Almeirim,BR,
GGG,Gregg County Airport,US,Longview
GGH,Gastão Mesquita Airport,BR,Cianorte
GGJ,Guaíra Airport,BR,Salto del Guaira
GGL,Gilgal,CO,Acandi
GGM,Kakamega Airport,KE,Kakamega
GGN,Gagnoa,CI,Gagnoa
GGO,Guiglo,CI,Guiglo
GGR,Garoe,SO,
GGS,Gobernador Gregores,AR,Gobernador Gregores
GGT,Exuma International Airport,BS,George Town
GGW,Glasgow International Airport,US,Glasgow
GHA,Noumerate Airport,DZ,Ghardaia
GHB,Governor's Harbour Airport,BS,
GHC,Great Harbour,BS,
GHE,Garachine,PA,
GHF,Giebelstadt,DE,Giebelstadt
GHK,Gahcho Kue Aerodrome,CA,
GHM,Municipal,US,Centerville
GHN,Guanghan,CN,Guang'an
GHS,Melak Airport,ID,
GHT,Ghat,LY,Ghat
GHU,Gualeguaychu,AR,Gualeguaychu
GHV,Brașov-Ghimbav International Airport,RO,
GIB,North Front Airport,GI,Gibraltar
GIC,Boigu Island,AU,
GID,Gitega,BI,Gitega
GIF,Gilbert Field,US,Inwood
GIG,Galeao Antonio Carlos Jobim International Airport,BR,Duque de Caxias
GII,Siguiri,GN,Siguiri
GIL,Gilgit Airport,PK,Gilgit
GIM,Miele Mimbale,GA,
GIR,Girardot,CO,Girardot City
GIS,Gisborne Airport,NZ,Gisborne
GIT,Geita,TZ,Geita
GIU,Sigiriya Slaf Base,LK,Sigiriya
GIY,Giyani,ZA,Giyani
GIZ,Jazan Regional Airport,SA,Jizan
GJA,Guanaja,HN,Guanaja
GJL,Jijel Ferhat Abbas Airport,DZ,Jijel
GJM,Guajara-Mirim,BR,Guajara Mirim
GJR,Gjogur,IS,
GJT,Grand Junction Regional Airport,US,Fruitvale
GKA,Goroka Airport,PG,
GKD,Gokceada,TR,Gokceada
GKE,Geilenkirchen,DE,Geilenkirchen
GKH,Gorkha,NP,Lamjung
GKK,Kooddoo Airport,MV,
GKL,Great Keppel Island,AU,Yeppoon
GKN,Gulkana,US,
GKO,Kongoboumba,GA,Booue
GKT,Gatlinburg,US,Sevierville
GLA,Glasgow International Airport,GB,Inchinnan
GLB,San Calos Apache,US,
GLC,Geladi,ET,
GLD,Renner Field,US,Goodland
GLE,Municipal,US,Gainesville
GLF,Golfito Airport,CR,
GLG,Glengyle,AU,
GLH,Greenville Airport,US,Metcalfe
GLI,Glen Innes,AU,Glen Innes
GLK,Galcaio,SO,Gaalkacyo
GLL,Klanten Airport,NO,Gol
GLM,Glenormiston,AU,
GLN,Goulimime Airport,MA,Guelmim
GLO,Gloucestershire,GB,Gloucester
GLP,Gulgubip,PG,
GLQ,Glennallen,US,
GLR,Otsego County,US,Gaylord
GLS,Scholes Field,US,Galveston
GLT,Gladstone Airport,AU,
GLU,Gelephu Airport,BT,Sarpang
GLV,Golovin Airport,US,
GLW,Municipal,US,Glasgow
GLX,Galela,ID,
GLY,Goldsworthy,AU,
GLZ,Gilze-Rijen,NL,Breda
GMA,Gemena,CD,Gemena
GMB,Gambela Airport,ET,Gambela
GMC,Guerima,CO,Saint Peter Port
GMD,Ben Slimane,MA,Bouznika
GME,Gomel Airport,BY,Gomel
GMI,Gasmata Island,PG,
GMM,Gamboma,CG,Gamboma
GMN,Greymouth,NZ,Greymouth
GMO,Gombe Lawanti International Airport,NG,Akko
GMP,Gimpo International Airport,KR,Bucheon-si
GMQ,Golog Maqin Airport,CN,Dawu
GMR,Gambier Island,PF,
GMS,Guimaraes,BR,Bequimao
GMT,Granite Mountain,US,
GMU,Greenville Downtown,US,Greenville
GMV,Monument Valley,US,
GMZ,La Gomera Airport,ES,Alajero
GNA,Grodno Airport,BY,Hrodna
GNB,Grenoble-Isere Airport,FR,Saint-Etienne-de-Saint-Geoirs
GND,Maurice Bishop International Airport,GD,Saint George's
GNF,Gansner Field,US,Charleston
GNG,Gooding,US,Gooding
GNI,Green Island,TW,Taitung
GNJ,Ganja International Airport,AZ,Ganja
GNM,Guanambi,BR,Guanambi
GNN,Ghinnir,ET,Ginir
GNR,General Roca,AR,Sierra Colorada
GNS,Gunungsitoli Airport,ID,
GNT,Milan,US,Grants
GNU,Goodnews Bay,US,
GNV,Gainesville Regional Airport,US,Gainesville
GNY,Sanliurfa GAP Airport,TR,
GNZ,Ghanzi,BW,Ghanzi
GOA,Genoa Cristoforo Colombo Airport,IT,San Teodoro
GOB,Goba,ET,
GOC,Gora,PG,
GOE,Gonalia,PG,
GOF,Goodfellow AFB,US,
GOG,Gobabis,NA,
GOH,Nuuk Airport,GL,Nuuk
GOI,Dabolim Airport,IN,Chicalim
GOJ,Nizhny Novgorod International Airport,RU,Gorbatovka
GOK,Guthrie,US,Guthrie
GOL,State,US,Gold Beach
GOM,Goma Airport,CD,Goma
GON,New London,US,Long Hill
GOO,Goondiwindi,AU,Goondiwindi
GOP,Gorakhpur Airport,IN,Gorakhpur
GOQ,Golmud Airport,CN,Guolemude
GOR,Gore,ET,Gore
GOS,Gosford,AU,East Gosford
GOT,Goteborg Landvetter Airport,SE,Landvetter
GOU,Garoua Airport,CM,Garoua
GOV,Nhulunbuy Airport,AU,
GOX,Mopa Airport,IN,Mopa
GOY,Tura Airport,RU,
GOZ,Gorna Oriahovitsa,BG,Gorna Oryakhovitsa
GPA,Araxos Airport,GR,Patra
GPB,Tancredo Thomaz Faria,BR,Guarapuava
GPD,Mount Gordon Mine,AU,
GPI,Guapi Airport,CO,
GPL,Guapiles,CR,Guapiles
GPN,Garden Point,AU,Nightcliff
GPO,General Pico,AR,General Pico
GPS,Baltra Airport,EC,Puerto Ayora
GPT,Gulfport-Biloxi International Airport,US,West Gulfport
GPZ,Grand Rapids,US,Grand Rapids
GQQ,Galion,US,Galion
GRA,Gamarra,CO,Gamarra
GRB,Austin Straubel International Airport,US,Ashwaubenon
GRC,Grand Cess,LR,
GRD,Greenwood,US,Greenwood
GRE,Municipal,US,Greenville
GRF,Gray AAF,US,Fort Lewis
GRG,Gardez,AF,Gardez
GRH,Garuahi,PG,
GRI,Grand Island Airport,US,Grand Island
GRJ,George Airport,ZA,George
GRK,Robert Gray Army Airfield,US,Fort Hood
GRL,Garasa,PG,
GRM,Devils Track,US,Newberry
GRN,Gordon,US,Gordon
GRO,Girona-Costa Brava Airport,ES,Vilobi d'Onyar
GRP,Gurupi,BR,
GRQ,Eelde Airport,NL,Vries
GRR,Gerald R. Ford International Airport,US,Forest Hills
GRS,Baccarini,IT,Grosseto
GRT,Gujrat,PK,Lala Musa
GRU,Sao Paulo-Guarulhos International Airport,BR,Guarulhos
GRV,Groznyy Airport,RU,Staraya Sunzha
GRW,Graciosa Island Airport,PT,Lagoa
GRX,Granada Airport,ES,Chauchina
GRY,Grimsey,IS,Dalvik
GRZ,Graz Airport,AT,Feldkirchen bei Graz
GSA,Long Pasia,MY,Kayan Hulu
GSB,Seymour Johnson AFB,US,Goldsboro
GSC,Gascoyne Junction,AU,
GSE,Gothenburg City Airport,SE,Majorna
GSH,Goshen,US,Goshen
GSI,Guadalcanal,SB,
GSJ,Puerto San Jose,GT,Puerto San Jose
GSL,Taltheilei Narrows,CA,
GSM,Dayrestan Airport,IR,Bandar-e Khamir
GSN,Mount Gunson,AU,
GSO,Piedmont Triad International Airport,US,Oak Ridge
GSP,Greenville-Spartanburg International Airport,US,Greer
GSQ,Shark Elowainat,EG,
GSR,Gardo,SO,
GSS,Sabi Sabi,ZA,Graksop
GST,Gustavus Airport,US,
GSU,Gedaref,SD,Al Qadarif
GSV,Saratov Gagarin Airport,RU,Shumeyka
GSY,Binbrook,GB,Grimsby
GTA,Gatokae Aerodrom,SB,
GTB,Genting,MY,
GTC,Green Turtle,BS,Hard Bargain
GTE,Alyangula Airport,AU,
GTF,Great Falls International Airport,US,Great Falls
GTG,Municipal,US,Grantsburg
GTI,Guettin,DE,Ostseebad Dierhagen
GTK,Sungei Tekai,MY,Segamat
GTN,Glentanner,NZ,
GTO,Tolotio Airport,ID,Isimu
GTP,Grants Pass,US,Merlin
GTR,Golden Triangle Regional Airport,US,West Point
GTS,Granites,AU,
GTT,Georgetown Airport,AU,Georgetown
GTW,Holesov,CZ,Otrokovice
GTY,Gettysburg,US,Gettysburg
GTZ,Kirawira B,TZ,Issenye
GUA,La Aurora International Airport,GT,Santa Catarina Pinula
GUB,Guerrero Negro,MX,San Luis
GUC,Gunnison Airport,US,Gunnison
GUD,Goundam,ML,Goundam
GUE,Guriaso,PG,
GUF,Edwards,US,Orange Beach
GUG,Guari,PG,
GUH,Gunnedah,AU,Gunnedah
GUI,Guiria,VE,Gueiria
GUJ,Guaratingueta,BR,Guaratingueta
GUL,Goulburn,AU,Goulburn
GUM,A.B. Won Pat International Airport,GU,Tamuning-Tumon-Harmon Village
GUN,Gunter AFB,US,
GUO,Gualaco,HN,Gualaco
GUP,Senator Clark,US,Gallup
GUQ,Guanare,VE,Guanare
GUR,Gurney Airport,PG,
GUS,Grissom AFB,US,Peru
GUT,Guetersloh,DE,
GUU,Grundarfjordur,IS,
GUV,Mougulu,PG,
GUW,Atyrau Airport,KZ,Atyrau
GUX,Guna,IN,Guna
GUY,Guymon,US,Guymon
GUZ,Guarapari,BR,Guarapari
GVA,Geneve Airport,CH,Les Avanchets
GVE,Municipal,US,Gordonsville
GVI,Green River,PG,
GVL,Lee Gilmer Memorial,US,Gainesville
GVN,May-Gatka,RU,Mayskiy
GVP,Greenvale,AU,
GVR,Governador Valadares Airport,BR,Governador Valadares
GVT,Majors Field,US,Greenville
GVW,Richards-Gebaur,US,Grandview
GVX,Sandviken,SE,Valbo
GWA,Gwa,MM,
GWD,Gwadar Airport,PK,Gwadar
GWE,Gweru,ZW,Gweru
GWL,Gwalior Airport,IN,Morar
GWN,Gnarowein,PG,
GWO,Leflore,US,Greenwood
GWS,Glenwood Springs,US,
GWT,Westerland - Sylt Airport,DE,Tinnum
GWV,Glendale,US,Glendale
GWY,Carnmore,IE,Gaillimh
GXA,Beringin Airport,ID,
GXF,Seiyun,YE,Al Hamdi
GXG,Negage,AO,Camabatela
GXH,Gannan Xiahe Airport,CN,Nawu
GXM,Kuala Kurun,ID,
GXQ,Ten. Vidal,CL,Coihaique
GXX,Yagoua,CM,Yagoua
GXY,Weld County,US,Greeley
GYA,Guayaramerin Airport,BO,Guayaramerin
GYB,Wodgina Airport,AU,Wodgina
GYD,Heydar Aliyev International Airport,AZ,Yeni Suraxani
GYE,Jose Joaquin de Olmedo Airport,EC,Eloy Alfaro
GYG,Magan Airport,RU,Magan
GYI,Gisenyi,RW,Gisenyi
GYL,Argyle,AU,
GYM,Gen Jose M Yanez,MX,Heroica Guaymas
GYN,Santa Genoveva Airport,BR,Goiania
GYO,Bandar Udara Senubung,ID,Blangkejeren
GYP,Gympie,AU,Gympie
GYR,Litchfield,US,Avondale
GYS,Guang Yuan Airport,CN,Guangyuan
GYU,Guyuan Liupanshan Airport,CN,Shirak
GYY,Gary/Chicago International,US,East Chicago
GYZ,Gruyere Mine Airport,AU,
GZA,Gaza - Yaser Arafat International Airport,PS,Shukat as Sufi
GZG,Garze Gesar Airport,CN,Ganzi
GZI,Ghazni,AF,Khayr Kot
GZM,Gozo Heliport,MT,Saint Lucia
GZO,Gizo Airport,SB,
GZP,Gazipasa Airport,TR,Gazipasa
GZT,Gaziantep Airport,TR,Oguzeli
GZW,Ghazvin,IR,Qazvin
HAA,Hasvik Airport,NO,Breivikbotn
HAB,Marion County,US,Hamilton
HAC,Hachijo Jima Airport,JP,
HAD,Halmstad Airport,SE,Halmstad
HAE,Havasupai,US,
HAF,Half Moon,US,Half Moon Bay
HAH,Prince Said Ibrahim Internatonal Airport,KM,
HAI,Dr Haines,US,Three Rivers
HAJ,Hannover Airport,DE,Langenhagen
HAK,Haikou Airport,CN,
HAL,Halali,NA,
HAM,Hamburg Airport,DE,Fuhlsbuettel
HAN,Noi Bai International Airport,VN,Soc Son
HAO,Hamilton,US,Hamilton
HAP,Long Island,AU,
HAQ,Hanimaadhoo Airport,MV,Dhidhdhoo
HAR,Capital City,US,Steelton
HAS,Hail Airport,SA,Hayil
HAT,Heathlands,AU,
HAU,Haugesund Airport,NO,Vedavagen
HAV,Jose Marti International Airport,CU,Boyeros
HAW,Haverfordwest,GB,Haverfordwest
HAX,Hatbox Field,US,
HAY,Haycock,US,
HAZ,Hatzfeldthaven,PG,
HBA,Hobart International Airport,AU,Seven Mile Beach
HBB,Industrial Airpark,US,
HBC,Hanus Bay,US,
HBD,Habi,PG,
HBE,Borg El Arab Airport,EG,Alexandria
HBG,The Hattiesburg-Bobby L. Chain Mun.,US,Hattiesburg
HBH,Hobart Bay,US,
HBI,Harbour Island,BS,Dunmore Town
HBK,Holbrook Municipal,US,Holbrook
HBN,Flamingo,VN,Tan Bien
HBO,Municipal,US,Pawnee City
HBQ,Qilian Airport,CN,Hongtu
HBR,Hobart,US,Hobart
HBT,Hafr Albatin,LK,
HBU,Bulgan Hovd,MN,Burenhayrhan
HBX,Hubli Airport,IN,Hubli
HCA,Howard County,US,Big Spring
HCB,Shoal Cove,US,
HCC,Columbia County,US,Stottville
HCJ,Hechi Jinchengjiang Airport,CN,Nandan Chengguanzhen
HCM,Eil,SO,Eyl
HCN,Hengchun,TW,
HCQ,Halls Creek,AU,
HCR,Holy Cross Airport,US,
HCW,Cheraw,US,Cheraw
HCZ,Chenzhou Beihu Airport,CN,Chenzhou
HDA,Hidden Falls,US,
HDB,Airfield Heidelberg,DE,Heidelberg
HDD,Hyderabad,PK,Kotri
HDE,Brewster Field,US,Holdrege
HDF,Heringsdorf Airport,DE,Seebad Heringsdorf
HDG,Handan Airport,CN,Handan
HDH,Dillingham Airfield,US,Mililani Town
HDK,Kulhudhuffushi Airport,MV,Kulhudhuffushi
HDM,Hamadan Airport,IR,Hamadan
HDN,Yampa Valley Airport,US,Hayden
HDO,Hindon Airport,IN,Ghaziabad
HDR,Havadarya,IR,Qeshm
HDS,Hoedspruit Airport,ZA,Hoedspruit
HDY,Hat Yai International Airport,TH,Khlong Hoi Khong
HEA,Herat International Airport,AF,Guzarah
HEB,Henzada,MM,Hinthada
HED,Herendeen,US,
HEE,Thompson-Robbins,US,Helena
HEH,Heho Airport,MM,
HEI,Heide-Buesum,DE,Oesterdeichstrich
HEK,Heihe Airport,CN,Xinfu
HEL,Helsinki-Vantaa Airport,FI,
HEM,Helsinki-malmi,FI,
HEN,Hendon,FI,Hendon
HEO,Haelogo,PG,
HER,Heraklion Airport,GR,Nea Alikarnassos
HES,State,US,Hermiston
HET,Hohhot Baita International Airport,CN,Haoxinying
HEV,Huelva,ES,Huelva
HEW,Hengdian Airport,CN,Nanshi
HEX,Santo Domingo Herrera,DO,
HEY,Hanchey Army Heliport,US,Morgan
HEZ,Hardy-Anders,US,Morgantown
HFA,Haifa Airport,IL,Qiryat Mozqin
HFD,Brainard,US,Wethersfield
HFE,Hefei Xinqiao Airport,CN,
HFF,Mackall AAF,US,Pinebluff
HFN,Hornafjordur,IS,Hoefn
HFS,Hagfors Airport,SE,Hagfors
HFT,Hammerfest Airport,NO,Hammerfest
HGA,Hargeisa Airport,SO,Hargeysa
HGD,Hughenden,AU,
HGE,Higuerote Airport,VE,Higuerote
HGH,Hangzhou Xiaoshan International Airport,CN,
HGI,Higlieg,SD,Abu Jibeha
HGL,Helgoland,DE,Helgoland
HGN,Mae Hong Son Airport,TH,Mae Hong Son
HGO,Korhogo Airport,CI,Korhogo
HGR,Wash. County Regional Airport,US,State Line
HGS,Hastings,SL,Hastings
HGT,Hunter AAF,US,
HGU,Mount Hagen Airport,PG,Mount Hagen
HGZ,Hogatza,US,
HHE,Hachinohe,JP,Uchimaru
HHH,Hilton Head Airport,US,Hilton Head Island
HHI,Wheeler AFB,US,Wahiawa
HHN,Frankfurt - Hahn Airport,DE,Lautzenhausen
HHP,H K Heliport,HK,
HHQ,Hua Hin Airport,TH,Hua Hin
HHR,Hawthorne,US,Hawthorne
HHZ,Hikueru,PF,
HIA,Huai'an Lianshui Airport,CN,Huai'an
HIB,Chisholm Airport,US,Hibbing
HID,Horn Island Airport,AU,
HIE,Regional,US,Whitefield
HIF,Hill AFB,US,Ogden
HIG,Highbury,AU,
HIH,Hook Island,AU,
HII,Municipal,US,Desert Hills
HIJ,Hiroshima Airport,JP,Takehara
HIK,Hickam AFB,US,Honolulu
HIL,Shillavo,ET,
HIM,Hingurakgoda,LK,Polonnaruwa
HIN,Sacheon Airport,KR,Chinju
HIO,Portland,US,Hillsboro
HIP,Headingly,AU,
HIR,Honiara International Airport,SB,
HIS,Hayman Island,AU,
HIT,Haivaro,PG,
HIW,Hiroshima West,JP,Hiroshima-shi
HJB,Hejing Bayinbuluke Airport,CN,
HJJ,Zhijiang Airport,CN,Zhijiang
HJR,Khajuraho Airport,IN,Khajuraho
HJT,Khujirt,MN,
HKA,Blytheville Municipal Airport,US,Blytheville
HKB,Healy Lake,US,
HKD,Hakodate Airport,JP,Hakodate
HKG,Hong Kong International Airport,HK,Tuen Mun
HKK,Hokitika Airport,NZ,
HKN,Hoskins Airport,PG,
HKR,Mara North Airstrip,KE,Keroka
HKS,Hawkins Field,US,Jackson
HKT,Phuket International Airport,TH,
HKV,Haskovo,BG,Haskovo
HKY,Hickory,US,Longview
HLA,Lanseria International Airport,ZA,Diepsloot
HLB,Hillenbrand,US,Batesville
HLC,Hill City,US,Hill City
HLD,Hulunbuir Hailar Airport,CN,Fendou
HLE,Saint Helena Airport,SH,Jamestown
HLF,Hultsfred - Vimmerby,SE,Hultsfred
HLG,Ohio County,US,Tiltonsville
HLH,Ulanhot Airport,CN,Heping
HLI,Hollister,US,Hollister
HLJ,Beidahuang General Airport,CN,Zhaodong
HLL,Hillside,AU,
HLM,Park Township,US,Holland
HLN,Helena Regional Airport,US,Helena
HLP,Halim Perdanakusuma Airport,ID,Jakarta
HLR,Fort Hood AAF,US,Killeen
HLS,St Helens,AU,St Helens
HLT,Hamilton,AU,Hamilton
HLU,Houailou,NC,Canala
HLV,Helenvale,AU,
HLW,Hluhluwe,ZA,
HLY,Anglesey Airport,GB,Holyhead
HLZ,Hamilton International Airport,NZ,Hamilton
HMA,Khanty-Mansiysk Airport,RU,Khanty-Mansiysk
HMB,Mubarak International Airport,EG,Al Manshah
HME,Oued Irara Airport,DZ,Hassi Messaoud
HMG,Hermannsburg,AU,
HMI,Hami Airport,CN,Hami
HMJ,Khmelnitskiy,UA,Khmel'nyts'kyy
HMN,Holloman AFB,US,Alamogordo
HMO,Gen Pesqueira Garcia Airport,MX,Hermosillo
HMR,Hamar Airport,NO,Hamar
HMS,Homeshore,US,
HMT,Ryan Field,US,Green Acres
HMV,Hemavan Airport,SE,
HMY,Seosan Airport,KR,Suisan
HNA,Hanamaki Airport,JP,Hanamaki
HNB,Municipal,US,Huntingburg
HNC,Hatteras,US,Buxton
HND,Haneda Airport,JP,Kawasaki
HNE,Tahneta Pass,US,
HNG,Hienghene,NC,Hienghene
HNH,Hoonah Airport,US,
HNI,Heiweni,PG,Enewetak
HNL,Honolulu International Airport,US,Hickam Field
HNM,Hana Airport,US,Hana
HNN,Honinabi,PG,
HNS,Haines Municipal Airport,US,
HNX,Hanna,US,
HNY,Hengyang Nanyue Airport,CN,Hengyang
HOA,Hola,KE,Hola
HOB,Lea County Airport,US,Hobbs
HOC,Komako,PG,
HOD,Hodeidah Airport,YE,Al Hudaydah
HOE,Houeisay,LA,
HOF,Al-Ahsa Airport,SA,Al Hufuf
HOG,Frank Pais Airport,CU,Cacocum
HOH,Hohenems-Dornbirn,AT,
HOI,Hao Island,PF,
HOK,Hooker Creek,AU,
HOL,Holikachu,US,
HOM,Homer Airport,US,
HON,Howes,US,Huron
HOO,Nhon Co,VN,Gia Nghia
HOP,Campbell AAF,US,Hopkinsville
HOQ,Hof,DE,Konradsreuth
HOR,Horta Airport,PT,Ribeira Grande
HOS,Oscar Reguera,AR,Chos Malal
HOT,Memorial Field,US,Piney
HOU,William P. Hobby Airport,US,
HOV,Hovden Airport,NO,Volda
HOW,Howard AFB,PA,
HOX,Homalin Airport,MM,Yairipok
HOY,Hoy Island,GB,Stromness
HPA,Salote Pilolevu,TO,Pangai
HPB,Hooper Bay Airport,US,
HPE,Hope Vale,AU,
HPG,Shennongjia Hongping Airport,CN,Hongping
HPH,Cat Bi International Airport,VN,Haiphong
HPN,Westchester County Airport,US,Purchase
HPT,Municipal,US,Hampton
HPV,Princeville,US,Princeville
HPY,Baytown Airport,US,Baytown
HQL,Tashkurgan Airport,CN,Taxkorgan Tajik
HQM,Bowerman,US,Hoquiam
HQQ,Anyang Hongqiqu Airport,CN,
HRA,Mansehra,PK,Mansehra
HRB,Harbin Taiping International Airport,CN,
HRC,Zhairem,KZ,Qarazhal
HRE,Harare International Airport,ZW,Epworth
HRF,Hoarafushi Airport,MV,Hoarafushi
HRG,Hurghada International Airport,EG,Hurghada
HRH,Aligarh Airport,IN,
HRI,Mattala Rajapaksa International Airport,LK,
HRJ,Chaurjhari,NP,Tulsipur
HRK,Kharkov Airport,UA,Bezlyudivka
HRL,Valley International Airport,US,Harlingen
HRM,Tilrempt,DZ,Berriane
HRN,Heliport,AU,Gladstone
HRO,Boone County Airport,US,Harrison
HRR,Herrera,CO,
HRS,Harrismith Airport,ZA,Kriel
HRT,Linton-On-Ouse,GB,Harrogate
HRY,Henbury,AU,
HRZ,Horizontina,BR,Horizontina
HSA,Hazret Sultan International Airport,KZ,Kentau
HSB,Raleigh,US,Harrisburg
HSC,Shaoguan,CN,Xinshao
HSF,Suifenhe Dongning Airport,CN,Suifenhe
HSG,Saga Airport,JP,Okawa
HSH,Henderson Executive,US,Whitney
HSI,Hastings,US,Hastings
HSJ,Shangjie Airport,CN,Gongyi
HSK,Huesca-Pirineos,ES,Alcala del Obispo
HSL,Huslia Airport,US,
HSM,Horsham,AU,
HSN,Putuoshan Airport,CN,Dadong'ao
HSP,Ingalls Field,US,Warm Springs
HSR,Rajkot International Airport,IN,
HSS,Hissar,IN,Hisar
HST,AFB,US,Homestead
HSV,Huntsville International Airport,US,Madison
HSZ,Hsinchu,TW,Hsinchu
HTA,Chita Airport,RU,Domna
HTB,Terre-de-Bas,GP,
HTG,Hatanga Airport,RU,Khatanga
HTH,Hawthorne,US,Hawthorne
HTI,Hamilton Island Airport,AU,
HTL,Roscommon County,US,Roscommon
HTM,Khatgal,MN,Manhan
HTN,Hotan Airport,CN,Nu'erbage
HTO,East Hampton,US,Bridgehampton
HTR,Hateruma,JP,
HTS,Tri-State/Milton Airport,US,Ceredo
HTT,Huatugou Airport,CN,Gasi
HTU,Hopetoun,AU,
HTV,Huntsville,US,Huntsville
HTW,Lawrence County Airpark,US,
HTY,Hatay Airport,TR,Serinyol
HTZ,Hato Corozal,CO,Socota
HUA,Redstone AAF,US,Huntsville
HUB,Humbert River,AU,
HUC,Humacao Airport,PR,Bajandas
HUD,Humboldt,US,Humboldt
HUE,Humera Airport,ET,
HUF,Hulman Field,US,Seelyville
HUG,Huehuetenango,GT,Huehuetenango
HUH,Huahine Airport,PF,Fare
HUI,Phu Bai International Airport,VN,Phu Vang
HUJ,Hugo,US,Hugo
HUK,Hukuntsi,BW,Hukuntsi
HUL,International,US,Houlton
HUM,Terrebonne,US,Presquille
HUN,Hualien Airport,TW,Hualien City
HUO,Holingol Huolinhe Airport,CN,Mositai
HUQ,Houn,LY,Hun
HUS,Hughes Municipal Airport,US,
HUT,Hutchinson,US,Hutchinson
HUU,Huanuco Airport,PE,Huanuco
HUV,Hudiksvall,SE,Hudiksvall
HUW,Humaita,BR,
HUX,Huatulco Airport,MX,Sector H Tres
HUY,Humberside Airport,GB,Croxton
HUZ,Huizhou Airport,CN,Longfeng
HVA,Analalava,MG,
HVB,Hervey Bay Airport,AU,
HVD,Khovd Airport,MN,Khovd
HVE,Intermediate,US,Ferron
HVG,Valan Airport,NO,Honningsvag
HVK,Holmavik,IS,
HVN,New Haven Airport,US,East Haven
HVR,Havre City County Airport,US,Havre
HVS,Municipal,US,North Hartsville
HWA,Hawabango,PG,
HWD,Hayward Executive Airport,US,Hayward
HWI,SPB,US,
HWK,Wilpena Pound,AU,
HWN,Hwange Nat Park,ZW,Sua
HWO,North Perry,US,Hollywood
HXD,Delingha Airport,CN,Keluke
HXX,Hay,AU,Hay
